OTU_id	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45
OTU_93	0.000482426	0.00034459	0.000275672	0.000206754	6.89E-05	0.000137836	0.000137836	6.89E-05	6.89E-05	0.000413508	0.001654032	0.000137836	0.00034459	6.89E-05	0.00034459	0.000137836	6.89E-05	6.89E-05	6.89E-05	6.89E-05	0.001171606	0	0.000137836	0.00034459	0.000137836	0.000137836	0.000137836	0.000137836	6.89E-05	0.000137836	0.000413508	6.89E-05	0.000275672	0.000137836	6.89E-05	0.000137836	0.000137836	6.89E-05	0.00034459	6.89E-05	6.89E-05	6.89E-05	0	6.89E-05	0
OTU_94	0.001929704	0.001860786	0.00137836	0.001585114	0.00137836	0.001240524	0.000964852	0.000964852	0.000827016	0.00034459	0.000413508	0.000758098	0.00034459	0.00103377	0.001309442	0.000895934	0.000895934	0.000275672	0.000551344	0.00068918	0.000620262	0.000895934	0.000620262	0.000137836	0.000275672	0.000620262	0.000137836	0.000482426	6.89E-05	0.000137836	0.000137836	6.89E-05	6.89E-05	0.000206754	0.000275672	0.000206754	0.000275672	0.000206754	0.000137836	6.89E-05	0.000137836	0	0	6.89E-05	0.000137836
OTU_95	0.001654032	0.00137836	0.002205376	0.00103377	0.001447278	0.001585114	0.000620262	0.001929704	0.000895934	0.000895934	0.00034459	0.001102688	0.002136458	0.000551344	0.000551344	0.000758098	0.00034459	0.000895934	0.000827016	0.001240524	0.000206754	0.000551344	0.000413508	0.000413508	0.00034459	0.000827016	0.00034459	0.00034459	0.00034459	0.000275672	0.000551344	0.000137836	0.000413508	0.000620262	0.000137836	0.00034459	0.000413508	0.000206754	6.89E-05	6.89E-05	0.000137836	0.000137836	6.89E-05	6.89E-05	0.000137836
OTU_96	0.000275672	0.000275672	0.000413508	0.000827016	0.001309442	0.00034459	0.000620262	0.00034459	0.000758098	0.000964852	0.000964852	0.001585114	0.00068918	0.000620262	0.000413508	0.000206754	0.000482426	0.000964852	0.000482426	0.000551344	0.00034459	0.000413508	0.000482426	0.000620262	0.000620262	0.000275672	6.89E-05	0.000137836	0.00068918	0.000482426	0.000827016	0.000413508	0.000620262	0.000827016	0.000206754	0.000413508	0.000551344	0.000758098	0.00034459	6.89E-05	0.000206754	0.000206754	0.000206754	0.000137836	0.000137836
OTU_97	0.006409373	0.007580979	0.007167471	0.000551344	0.00034459	0.005926947	0.00206754	0.006064783	0.000551344	0.000137836	0.000137836	0.000137836	0.017574087	0.000413508	0.000964852	0.0095796	0.00068918	0.000275672	0.00034459	0.001447278	0.000482426	0.000482426	0.001102688	0.01130255	0.000137836	0.000413508	0.00137836	0.000964852	0.000275672	0.000482426	0.002687802	0.000206754	6.89E-05	0.000137836	6.89E-05	0.000827016	0.001860786	6.89E-05	6.89E-05	0.00034459	6.89E-05	6.89E-05	0.000137836	0.000275672	6.89E-05
OTU_98	0.000482426	0.000551344	0.000827016	0.000413508	0.000551344	0.000620262	0.000413508	0.000551344	0.000275672	0.000137836	0.000206754	0.000206754	0.00068918	0.000620262	0.000413508	0.000551344	0.000206754	0.000137836	0.000413508	0.000413508	0.000482426	0.00034459	0.000413508	0.000206754	0.000137836	0.000206754	0.000137836	0.000275672	0.000413508	0.000206754	0.000206754	6.89E-05	0.000206754	0.000275672	0.000137836	0.000275672	0.000206754	6.89E-05	6.89E-05	6.89E-05	6.89E-05	0.000206754	0.000137836	6.89E-05	0
OTU_99	0.001929704	0.001654032	0.001516196	0.00206754	0.00172295	0.00137836	0.001791868	0.00137836	0.001860786	0.002618884	0.002549966	0.001791868	0.004066161	0.001860786	0.00172295	0.001998622	0.00172295	0.001516196	0.001654032	0.001929704	0.001998622	0.002549966	0.001585114	0.002205376	0.001654032	0.001791868	0.000964852	0.002136458	0.001447278	0.00137836	0.00172295	0.001102688	0.00137836	0.00103377	0.001240524	0.002343212	0.001447278	0.00103377	0.001102688	0.000551344	0.000895934	0.000551344	0.000620262	0.000413508	0.00034459
OTU_100	0.00068918	0.000620262	0.001102688	0.001447278	0.000620262	0.000964852	0.000551344	0.00068918	0.000895934	0.000413508	0.000413508	0.000620262	0.000482426	0.000620262	0.000620262	0.000482426	0.000758098	0.000482426	0.000551344	0.000482426	0.000275672	0.000275672	0.00068918	0.000413508	0.000482426	0.00068918	0.000137836	0.000275672	0.000413508	0.000206754	0.000206754	0.000275672	0.000137836	0.000206754	0.000137836	0.000137836	0.000206754	0.000413508	0.000137836	0.000137836	0.000206754	6.89E-05	6.89E-05	0	6.89E-05
OTU_101	0.002825637	0.002894555	0.001791868	0.001309442	0.001998622	0.004479669	0.003652653	0.002963473	0.001929704	0.00172295	0.001654032	0.001516196	0.001791868	0.003308063	0.004824259	0.002825637	0.00275672	0.003376981	0.006960717	0.003445899	0.001309442	0.001309442	0.003376981	0.00206754	0.001585114	0.00172295	0.00275672	0.00103377	0.00241213	0.007925569	0.00206754	0.030530669	0.001998622	0.00172295	0.001516196	0.000895934	0.000827016	0.001309442	0.008752584	0.003721571	0.000482426	0.000758098	0.000620262	0.001998622	0.000551344
OTU_102	0	0.000137836	0	0	0	0.000137836	0	6.89E-05	0	0	6.89E-05	0	0	0	0.000137836	6.89E-05	6.89E-05	0	0	0.000137836	0.000206754	0.000275672	0.000137836	6.89E-05	0	0	0	0.000206754	6.89E-05	0	0	0	0	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0	0	0
OTU_103	0.002343212	0.002136458	0.002136458	0.003514817	0.004203997	0.001585114	0.003514817	0.002136458	0.005375603	0.005031013	0.004341833	0.004824259	0.00241213	0.003928325	0.002549966	0.001860786	0.001585114	0.003997243	0.001791868	0.002687802	0.00275672	0.001929704	0.002618884	0.002549966	0.002825637	0.002825637	0.002481048	0.002481048	0.004341833	0.002481048	0.003859407	0.002481048	0.002963473	0.003170227	0.002136458	0.001516196	0.002549966	0.003101309	0.00241213	0.00103377	0.001516196	0.001240524	0.001240524	0.000758098	0.000827016
OTU_104	0.005858029	0.004617505	0.004272915	0.003997243	0.003652653	0.003859407	0.00206754	0.003997243	0.002481048	0.001585114	0.002274294	0.00275672	0.001929704	0.002687802	0.002343212	0.001998622	0.001929704	0.00137836	0.001171606	0.00172295	0.001791868	0.001102688	0.00172295	0.00103377	0.001102688	0.002618884	0.001102688	0.00137836	0.001171606	0.000551344	0.000827016	0.000275672	0.000827016	0.000620262	0.000482426	0.000551344	0.00068918	0.000482426	0.000275672	0.000758098	0.000413508	0.000275672	0.000137836	0.000275672	0.000482426
OTU_105	0.000206754	0.000482426	0.000551344	0.00137836	0.001309442	0.00034459	0.001654032	0.00034459	0.002136458	0.003239145	0.003997243	0.002343212	0.00034459	0.003376981	0.000482426	0.000206754	0.00068918	0.001791868	0.000137836	0.00034459	0.000206754	0.000206754	0.00068918	0.00034459	0.002274294	0.001240524	0.000758098	0.000206754	0.001929704	0.001171606	0.000827016	0.000827016	0.001240524	0.00068918	0.001102688	0.000413508	0.001240524	0.001860786	0.00103377	0.000827016	0.000413508	0.00034459	0.000758098	0.000413508	0.000275672
OTU_106	0.00172295	0.001447278	0.001447278	0.002549966	0.002894555	0.000895934	0.001447278	0.001102688	0.001447278	0.001585114	0.001860786	0.00172295	0.000482426	0.00206754	0.002963473	0.00068918	0.002205376	0.000620262	0.000964852	0.000482426	0.00103377	0.000964852	0.00172295	0.000827016	0.000827016	0.001791868	0.00068918	0.00103377	0.000551344	0.000620262	0.00034459	0.000206754	0.00034459	0.00034459	0.000620262	0.000275672	0.000482426	0.000620262	0.000413508	0.000413508	0.000275672	0.000206754	0.000137836	0.000137836	0.000275672
OTU_107	0.000482426	0.000275672	0.00034459	0.000137836	0.000137836	0.000413508	6.89E-05	0.000206754	6.89E-05	0.000137836	6.89E-05	6.89E-05	0.000137836	0.000206754	0.000275672	0.000482426	0.000275672	0.000137836	0.000137836	0.000137836	0	0	0.000137836	6.89E-05	6.89E-05	0.000275672	6.89E-05	6.89E-05	0	6.89E-05	0.000137836	6.89E-05	0	0	0	0.000206754	6.89E-05	0	0	0	0	0	0	0	0
OTU_108	0.000895934	0.000620262	0.001585114	0.000827016	0.001791868	0.000758098	0.001171606	0.000964852	0.00172295	0.002274294	0.001309442	0.00172295	0.001102688	0.001240524	0.000827016	0.000895934	0.00068918	0.001998622	0.000620262	0.00103377	0.00137836	0.000620262	0.001102688	0.000758098	0.00103377	0.000758098	0.000758098	0.000551344	0.001791868	0.000895934	0.00241213	0.001929704	0.002205376	0.003101309	0.000551344	0.000895934	0.001447278	0.002205376	0.001171606	0.000413508	0.000413508	0.000620262	0.00034459	0.00034459	0.000275672
OTU_109	0.000551344	0.000482426	0.00068918	0.001654032	0.001860786	0.000620262	0.001585114	0.000620262	0.002136458	0.002205376	0.001929704	0.002205376	0.000758098	0.001791868	0.000827016	0.000482426	0.000964852	0.001998622	0.000620262	0.000827016	0.000895934	0.000620262	0.000895934	0.000827016	0.000551344	0.000827016	0.00068918	0.000620262	0.001585114	0.000827016	0.001309442	0.001240524	0.001240524	0.001171606	0.000895934	0.000413508	0.001102688	0.001516196	0.00137836	0.00034459	0.000413508	0.000482426	0.00034459	0.000413508	0.000137836
OTU_110	0.002963473	0.001654032	0.001585114	0.003997243	0.002274294	0.00172295	0.001791868	0.001516196	0.002205376	0.002205376	0.003583735	0.002894555	0.00241213	0.001860786	0.002481048	0.001240524	0.001791868	0.001791868	0.000827016	0.001102688	0.001860786	0.001447278	0.001240524	0.00137836	0.00241213	0.002481048	0.003239145	0.000964852	0.00068918	0.001585114	0.001240524	0.000964852	0.00103377	0.001447278	0.001240524	0.001654032	0.001447278	0.000620262	0.00241213	0.002205376	0.001929704	0.000827016	0.000827016	0.000758098	0.000758098
OTU_111	0.00137836	0.001998622	0.000964852	0.000275672	0.001102688	0.000758098	0.000137836	0.000827016	0.000137836	0.000206754	0.000275672	0.00034459	0.001447278	0.00034459	0.000206754	0.000964852	0.000482426	0.000275672	0.00034459	0.000895934	0.000482426	0.000413508	0.00034459	0.000413508	6.89E-05	0.000482426	6.89E-05	0.000137836	0.000206754	0.000275672	0.000413508	0.000413508	0.00068918	0.000413508	6.89E-05	0.000275672	0.000275672	0.000413508	0.000137836	6.89E-05	0	0	0.000275672	0	6.89E-05
OTU_112	0.001516196	0.001240524	0.000964852	0.000964852	0.000895934	0.001240524	0.001171606	0.001171606	0.001585114	0.001860786	0.001309442	0.001516196	0.001309442	0.001171606	0.00068918	0.000895934	0.000620262	0.001309442	0.000964852	0.001309442	0.001240524	0.00103377	0.000895934	0.00103377	0.000620262	0.000482426	0.000827016	0.001171606	0.000895934	0.000895934	0.000827016	0.000620262	0.001102688	0.000895934	0.000482426	0.000895934	0.000827016	0.000895934	0.00068918	0.000413508	0.000482426	0.000137836	0.000275672	0.000206754	0.00034459
OTU_113	0.00103377	0.000895934	0.001309442	0.002825637	0.001102688	0.000551344	0.00137836	0.001447278	0.00206754	0.001516196	0.00103377	0.00172295	0.000827016	0.001791868	0.000758098	0.000827016	0.000827016	0.001791868	0.000620262	0.000620262	0.000827016	0.000620262	0.000964852	0.000895934	0.00034459	0.001102688	0.000413508	0.000482426	0.000895934	0.000620262	0.000413508	0.00068918	0.00068918	0.000620262	0.000137836	0.00068918	0.00068918	0.000964852	0.000620262	0.000206754	0.000137836	0.000206754	0.000137836	6.89E-05	0.000206754
OTU_114	0.000827016	0.000758098	0.000620262	0.000964852	0.000895934	0.000620262	0.00137836	0.000758098	0.000964852	0.00068918	0.001171606	0.001240524	0.002274294	0.000758098	0.000620262	0.000895934	0.000620262	0.000964852	0.00103377	0.000827016	0.000551344	0.000551344	0.000827016	0.001791868	0.000827016	0.000551344	0.001585114	0.000620262	0.000413508	0.000413508	0.000620262	0.000482426	0.00034459	0.000620262	0.000620262	0.000482426	0.000551344	0.000620262	0.00034459	0.000413508	0.00068918	0.000413508	0.000137836	0.000275672	0.000275672
OTU_115	0.00068918	0.00068918	0.00034459	0.000482426	0.000551344	0.000551344	0.00034459	0.000413508	0.000482426	0.000206754	0.000206754	0.000275672	0.000206754	0.000551344	0.000482426	0.000482426	0.00068918	0.000275672	0.00034459	0.00034459	0.00034459	0.000275672	0.000206754	0.000206754	6.89E-05	0.000275672	6.89E-05	0.000482426	0.000206754	0.000206754	0.000206754	0.000137836	0.00034459	0.000137836	0	0.000275672	6.89E-05	6.89E-05	0.000206754	0.000206754	0	0	6.89E-05	0.000137836	6.89E-05
OTU_116	0.001240524	0.001585114	0.001171606	0.001929704	0.001309442	0.001240524	0.001654032	0.001102688	0.001309442	0.000895934	0.000827016	0.001654032	0.000827016	0.001516196	0.00172295	0.000827016	0.001585114	0.000895934	0.000551344	0.00068918	0.001240524	0.00103377	0.000964852	0.000895934	0.000275672	0.000827016	0.000482426	0.000758098	0.000551344	0.000827016	0.000413508	0.000413508	0.000413508	0.000413508	0.000275672	0.000275672	0.00034459	0.000206754	0.000275672	0.000206754	0.000137836	0.000137836	0.000275672	0.000137836	0.000137836
OTU_117	0.00137836	0.001171606	0.000827016	0.000482426	0.00068918	0.001240524	0.000551344	0.000413508	0.00034459	0.000206754	0.000137836	0.000206754	0.000758098	0.000758098	0.000413508	0.000758098	0.000137836	0.000206754	0.000413508	0.000551344	0.000137836	0.00034459	0.000551344	0.000206754	0.000413508	0.000137836	0	0.00034459	0.000413508	0.000275672	6.89E-05	0.000137836	0.000206754	0	0.000137836	0.00034459	0.000275672	0.000275672	6.89E-05	6.89E-05	0	0	0	0	0
OTU_118	0.00068918	0.00068918	0.001171606	0.001171606	0.000206754	0.00103377	0.000620262	0.00103377	0.000482426	0.000413508	0.000206754	0.000551344	0.000482426	0.000964852	0.00034459	0.00068918	0.000413508	0.000413508	0.000413508	0.000551344	0.000413508	0.00034459	0.000758098	0.00034459	0.000206754	0.000413508	0.000275672	0.000482426	0.000620262	0.000275672	0.000275672	0.000137836	0.00034459	0.000275672	0.000206754	0.000137836	0.000206754	0.000620262	0.000137836	0.000206754	0	0	6.89E-05	6.89E-05	0.000137836
OTU_119	0.004617505	0.004410751	0.004824259	0.002825637	0.002687802	0.004135079	0.001998622	0.003790489	0.001860786	0.00172295	0.000895934	0.002136458	0.002894555	0.001309442	0.001860786	0.001791868	0.001585114	0.001516196	0.001447278	0.001791868	0.001516196	0.001447278	0.001516196	0.001309442	0.000758098	0.000964852	0.00034459	0.001585114	0.000895934	0.000827016	0.00068918	0.00034459	0.00068918	0.00068918	0.000413508	0.000758098	0.000758098	0.00034459	0.000413508	0.000275672	0.000275672	0.000137836	0.000137836	0.000137836	0.000206754
OTU_120	0.001791868	0.001585114	0.00137836	0.00103377	0.00172295	0.00137836	0.000758098	0.001654032	0.00068918	0.000551344	0.000964852	0.000827016	0.000827016	0.001171606	0.001102688	0.000620262	0.00068918	0.000413508	0.000482426	0.000827016	0.00068918	0.00034459	0.000551344	0.000413508	0.000413508	0.000620262	0.000413508	0.000275672	0.000895934	0.000206754	0.00034459	6.89E-05	0.000137836	0.000137836	0.000137836	0.000206754	0.000206754	6.89E-05	6.89E-05	0.000137836	0.000206754	6.89E-05	0.000137836	0	0.000137836
OTU_121	0.001171606	0.00172295	0.002343212	0.00103377	0.001171606	0.000275672	0.000758098	0.000895934	0.002205376	0.012887664	0.001585114	0.001654032	0.000206754	6.89E-05	0.000964852	0.000206754	0.000758098	0.002274294	0	0.000206754	6.89E-05	0	0.00034459	6.89E-05	0.000827016	0.001240524	0.007098553	6.89E-05	0.000482426	0.001516196	0.001516196	0.000206754	0.00034459	0.000206754	0.001860786	0.000137836	0.000137836	0.000137836	0.000137836	0.000620262	0.002205376	0.003239145	0.000551344	0.000620262	0.000758098
OTU_122	0.000137836	0.000482426	0.00034459	0.000413508	0.000413508	0.000275672	0.000551344	0.000413508	0.00034459	0.000413508	0.000620262	0.000551344	0.00034459	0.000413508	0.000413508	0.000275672	0.000413508	0.000206754	0.00034459	0.000551344	0.00034459	0.000551344	0.00034459	0.00034459	0.000206754	0.00034459	6.89E-05	0.00034459	0.00034459	0.000137836	0.000620262	0.000206754	0.000137836	0.000206754	6.89E-05	0.000551344	0.000275672	0.000206754	0.000137836	6.89E-05	0	0	6.89E-05	6.89E-05	6.89E-05
OTU_123	0.00137836	0.001171606	0.001171606	0.000895934	0.001585114	0.00137836	0.00137836	0.00103377	0.002274294	0.00172295	0.001791868	0.001791868	0.002274294	0.001654032	0.001240524	0.001585114	0.001102688	0.002274294	0.00103377	0.00172295	0.00068918	0.001447278	0.00137836	0.00137836	0.00137836	0.001171606	0.003032391	0.001309442	0.002894555	0.001860786	0.002963473	0.002687802	0.002343212	0.001860786	0.00137836	0.001791868	0.001791868	0.001929704	0.002274294	0.001102688	0.001102688	0.000964852	0.00068918	0.00068918	0.000482426
OTU_124	0.001102688	0.00068918	0.000827016	0.000964852	0.000964852	0.000758098	0.000895934	0.000895934	0.000551344	0.000206754	0.00034459	0.000413508	0.000551344	0.000758098	0.001102688	0.000551344	0.00068918	0.000482426	0.00034459	0.000413508	0.000758098	0.000827016	0.000413508	0.00034459	0.000206754	0.00034459	0.000137836	0.000551344	0.000206754	0.000206754	0.000551344	0.000275672	0.000413508	0.000482426	0.000137836	0.000275672	0.000413508	0.000206754	0.000275672	0	0	0	6.89E-05	0	0
OTU_125	0.00068918	0.00103377	0.000551344	0.00103377	0.000758098	0.000964852	0.000482426	0.000758098	0.000758098	0.000206754	0.000275672	0.000964852	0.000275672	0.000275672	0.000620262	0.000482426	0.000482426	0.000413508	0.000275672	0.000551344	0.000206754	0.000482426	0.000275672	0.000137836	0.000137836	0.00034459	0.000137836	0.000206754	6.89E-05	0.00034459	0.000206754	0.000275672	0.000206754	0.000206754	0.000137836	6.89E-05	0.000206754	0.000275672	0.000137836	0.000137836	0	6.89E-05	6.89E-05	0	0
OTU_126	0.004479669	0.000413508	0.002618884	6.89E-05	0.00034459	0.00034459	6.89E-05	0.001447278	0.000275672	0.000482426	0.000275672	6.89E-05	0.003101309	0.000275672	0	0.000275672	0.000206754	0.000137836	0.00923501	0.003170227	0.017987595	0.000895934	0.000275672	0.000206754	0.000413508	6.89E-05	6.89E-05	0.000482426	0.000206754	6.89E-05	0.000137836	6.89E-05	6.89E-05	0.000137836	0.000137836	0.001860786	0.000137836	6.89E-05	0.000275672	0.000137836	0	0.00034459	0.000137836	0.000206754	0.000137836
OTU_127	0.000275672	0.000137836	0.00034459	0.000620262	0.000275672	0.000413508	0.00034459	0.000413508	0.000275672	0.00034459	0.000482426	0.000620262	0.000137836	0.000482426	0.000206754	0.000206754	0.000275672	0.000206754	0.000275672	0.000206754	0.000137836	0.00034459	0.000275672	0.000206754	0.000551344	0.000413508	0.000206754	0.000275672	6.89E-05	0.000275672	0.00034459	6.89E-05	0.000137836	0.000137836	0.000206754	0.000206754	0.000206754	6.89E-05	0	0.000275672	0.000137836	0.000137836	0	0.000206754	0
OTU_128	0.00137836	0.00103377	0.001171606	0.00137836	0.001171606	0.001240524	0.001102688	0.001171606	0.000551344	0.000482426	0.00103377	0.00068918	0.000895934	0.001791868	0.000964852	0.001171606	0.000895934	0.000482426	0.00103377	0.000827016	0.00068918	0.000895934	0.000964852	0.000551344	0.00034459	0.000758098	0.000206754	0.000551344	0.000482426	0.000620262	0.000206754	6.89E-05	0.000137836	0.000206754	0.000206754	0.000551344	0.000275672	0.000137836	0.000275672	0.000413508	0.000137836	0.000206754	0.000137836	6.89E-05	6.89E-05
OTU_129	0.000895934	0.000413508	0.000482426	0.000620262	0.001171606	0.000206754	0.000413508	0.000413508	0.000275672	0.000482426	0.000758098	0.000551344	6.89E-05	0.00068918	0.000482426	0.00034459	0.00034459	0.000206754	0.000413508	0.000137836	0.000413508	0.000137836	0.000413508	0.00034459	0.00034459	0.000275672	0.000275672	0.000137836	0.00068918	0.000620262	0.000275672	0.000137836	0.000482426	0.000275672	0.00034459	0.000137836	0.00034459	0.000551344	0	0.000206754	6.89E-05	0.000137836	6.89E-05	6.89E-05	0.000137836
OTU_130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	6.89E-05	6.89E-05	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_131	0.000758098	0.000620262	0.000758098	0.001654032	0.001585114	0.000551344	0.000551344	0.000620262	0.00206754	0.002687802	0.001102688	0.001516196	0.000758098	0.000413508	0.000620262	0.000895934	0.00068918	0.001240524	0.000620262	0.001102688	0.000482426	0.000758098	0.000551344	0.000551344	0.000827016	0.001171606	0.000413508	0.000413508	0.000551344	0.000620262	0.00103377	0.001171606	0.000895934	0.000895934	0.000758098	0.000275672	0.000964852	0.001102688	0.00103377	0.000275672	0.000206754	0.000413508	0.00034459	0.000482426	0.000137836
OTU_132	0.001585114	0.001102688	0.00137836	0.001791868	0.00206754	0.00137836	0.002274294	0.001654032	0.001309442	0.001516196	0.001447278	0.001654032	0.002205376	0.001791868	0.001929704	0.000964852	0.00137836	0.00172295	0.001240524	0.00172295	0.000964852	0.001309442	0.001171606	0.001447278	0.00034459	0.000827016	0.00034459	0.001171606	0.001309442	0.001171606	0.002136458	0.001240524	0.00241213	0.002274294	0.000206754	0.001447278	0.001654032	0.001791868	0.001447278	0.000206754	0.000206754	0.000137836	6.89E-05	0.000206754	0.000275672
OTU_133	0.001998622	0.00103377	0.001240524	0.000482426	0.000895934	0.00137836	0.00172295	0.00068918	0.000827016	0.00034459	0.000964852	0.00068918	0.001516196	0.00068918	0.000620262	0.00103377	0.000620262	0.001654032	0.000620262	0.000895934	0.00034459	0.000758098	0.000964852	0.001171606	0.000413508	0.000620262	0.001791868	0.000758098	0.000758098	0.00206754	0.000964852	0.001309442	0.000620262	0.000413508	0.000413508	0.000275672	0.000482426	0.00068918	0.001516196	0.00068918	0.000413508	0.000275672	0.000413508	0.00034459	0.000137836
OTU_134	0.000275672	0.000137836	0.000551344	0.00068918	0.000275672	0	0.000137836	6.89E-05	0	0.000206754	0.001791868	0.000137836	0.000551344	0.000206754	0.000551344	0.000275672	0.000275672	6.89E-05	6.89E-05	0.000137836	0.000620262	0	6.89E-05	0.000413508	0.000137836	0.000137836	0.000206754	6.89E-05	0.000137836	0.000137836	0.000413508	0	0.000137836	0.000206754	6.89E-05	6.89E-05	0.000137836	0	6.89E-05	0.000206754	6.89E-05	0	6.89E-05	0	0
OTU_135	0.000482426	0.000413508	0.000413508	0.000482426	0.000206754	0.000275672	0.000551344	0.000413508	0.000206754	0.000206754	0.000413508	6.89E-05	0.00034459	0.000551344	0.000551344	0.000206754	0.000551344	0.000137836	0.000275672	0.00034459	0.000275672	0.00034459	0.000206754	0.000137836	0.000206754	0.00034459	0.000206754	0.000206754	0.000137836	0.000275672	0.000137836	6.89E-05	0.000206754	6.89E-05	0.000206754	0.000137836	0.000137836	0	0.000137836	6.89E-05	0	6.89E-05	0	0.000206754	0
OTU_136	0.000482426	0.000482426	0.000482426	0.000895934	0.000758098	0.00034459	0.000758098	0.00034459	0.000413508	0.000620262	0.000275672	0.000551344	0.000137836	0.000482426	0.000620262	0.00034459	0.000482426	0.00068918	0.000551344	0.000275672	0.00034459	0.00034459	0.000551344	0.000413508	0.000206754	0.000482426	0.000275672	0.000413508	0.00034459	0.000482426	0.000275672	0.000275672	0.000206754	0.00034459	0.000206754	0.000206754	0.000413508	0.000206754	0.000206754	0.000275672	0.000137836	0.000206754	0.000137836	0.000137836	0.000137836
OTU_137	0.000413508	0.000620262	0.000482426	0.000758098	0.00034459	0.000620262	0.000413508	0.000413508	0.000551344	0.000413508	0.000413508	0.000482426	0.000275672	0.000827016	0.000275672	0.00034459	0.000275672	0.00034459	0.00034459	6.89E-05	0.00034459	0.000482426	0.000275672	0.00034459	0.000206754	0.000551344	0.000206754	0.00034459	6.89E-05	0.000137836	0	0.000137836	0.000137836	0	0.000137836	0.000137836	0.000137836	6.89E-05	0.000137836	0	6.89E-05	0	0.000137836	0	0
OTU_138	0.000413508	0.000413508	0.000413508	0.000551344	0.001240524	0.00034459	0.000482426	0.000413508	0.000620262	0.001171606	0.000551344	0.000758098	0.000482426	0.000551344	6.89E-05	0.000137836	0.000206754	0.000827016	0.000275672	0.000275672	0.000551344	0.000206754	0.000413508	0.000551344	0.000206754	0.00034459	0.000137836	0.000206754	0.000758098	0.00034459	0.000895934	0.000413508	0.00103377	0.000895934	6.89E-05	0.00034459	0.000482426	0.000620262	0.000413508	0.000137836	6.89E-05	0.000137836	0.000137836	0.000137836	0.000137836
OTU_139	0.001929704	0.000758098	0.00103377	0.002136458	0.00172295	0.001240524	0.001102688	0.001240524	0.00275672	0.00137836	0.000964852	0.001791868	0.001240524	0.00068918	0.001171606	0.00137836	0.00103377	0.00275672	0.000551344	0.000620262	0.000620262	0.000758098	0.000551344	0.00172295	0.001654032	0.001998622	0.00172295	0.000758098	0.000758098	0.00172295	0.001585114	0.000827016	0.001654032	0.001102688	0.00103377	0.000413508	0.000964852	0.000895934	0.000964852	0.000551344	0.00103377	0.000482426	0.000482426	0.000275672	0.000275672
OTU_140	0.001102688	0.001309442	0.001447278	0.000482426	0.00068918	0.001309442	0.00275672	0.00172295	0.000827016	0.000275672	0.000551344	0.000964852	0.00275672	0.00103377	0.00068918	0.003170227	0.001102688	0.000620262	0.00137836	0.002136458	0.001654032	0.001654032	0.002343212	0.004066161	0.000482426	0.000275672	0.003101309	0.003239145	0.000964852	0.000482426	0.001240524	0.000482426	0.000895934	0.001102688	0.000482426	0.001654032	0.000895934	0.000758098	0.000827016	0.000482426	0.00137836	0.000413508	0.000482426	0.000482426	0.00034459
OTU_141	0.000413508	0.00103377	0.000413508	0.000413508	0.000827016	0.000551344	0.00068918	0.000482426	0.000964852	0.000482426	0.00034459	0.000895934	0.000275672	0.000482426	0.000620262	0.000895934	0.000275672	0.000827016	0.000137836	0.000275672	0.000551344	0.000827016	0.000758098	0.000206754	0.000137836	0.00034459	0.000137836	0.000620262	0.000275672	0.000413508	0.000482426	0.000206754	0.000620262	0.00034459	6.89E-05	0.000137836	0.000275672	0.000137836	0.000275672	0.000137836	6.89E-05	0	0	6.89E-05	0.000137836
OTU_142	0.00034459	0.000275672	0.000137836	0.00068918	0.000275672	0.000206754	0.000137836	0.000206754	0.00034459	0.00034459	0.000620262	0.000413508	0.000482426	0.000275672	0.000275672	0.000206754	0.000137836	0.000206754	6.89E-05	0.000137836	0.000413508	0.000206754	0.000137836	0.000206754	0.00034459	0.000206754	0.00034459	0.000275672	6.89E-05	0.000275672	0.000206754	6.89E-05	0.000137836	6.89E-05	0.000137836	0.000206754	6.89E-05	6.89E-05	0.000275672	6.89E-05	0.000206754	0.000137836	0	0	0
OTU_143	0.000758098	0.000482426	0.000413508	0.000413508	0.00034459	0.000620262	0.000206754	0.000482426	0.00034459	0.000275672	0.000413508	0.000275672	0.000413508	0.000275672	0.000413508	0.000275672	0.000206754	0.000206754	0.000137836	0.00034459	0.000137836	0.000206754	6.89E-05	0.000137836	0.000206754	6.89E-05	0.000206754	6.89E-05	0.000206754	0.000137836	0.000413508	0.000137836	6.89E-05	0.000206754	0.000137836	0.000275672	0.000137836	6.89E-05	0.000206754	6.89E-05	0.000137836	6.89E-05	0.000137836	0	0
