OTU_id	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45
OTU_1699	0.000137836	0	0	6.89E-05	0.000137836	0	0	0	0	0	0	0	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0.000137836	0	0	0	0	0
OTU_1700	0	6.89E-05	0.000137836	6.89E-05	0.000206754	0	6.89E-05	6.89E-05	0	0	6.89E-05	0	6.89E-05	0	0	0	0	6.89E-05	0	6.89E-05	0	0	6.89E-05	6.89E-05	0	6.89E-05	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0
OTU_1701	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	6.89E-05	6.89E-05	6.89E-05	6.89E-05	0	0	0	0	0	0	6.89E-05	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	6.89E-05	0	0	0	6.89E-05	0	0	0	0
OTU_1702	0	0	0.000137836	0	0	0	0	0	0	0	0.000137836	0	0	0.000137836	6.89E-05	0.000137836	0	0	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0	0	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	6.89E-05	0
OTU_1704	0	6.89E-05	0	0	0	0	0	0	6.89E-05	0	0	0	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0
OTU_1705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	6.89E-05	0	0	0	6.89E-05	0	6.89E-05	0	0	0	0	0	0	0	0	0.000137836	0	0.000137836	0	0	0	0	0	0	0	0	0	0
OTU_1706	0.000137836	6.89E-05	6.89E-05	0.000206754	0.000137836	6.89E-05	6.89E-05	0.000137836	0	6.89E-05	6.89E-05	6.89E-05	0	6.89E-05	0	0	0	0	0	0	0	0	6.89E-05	6.89E-05	6.89E-05	0	0	0	0.000137836	0	6.89E-05	0	0	0.000137836	0	0	6.89E-05	0	0	6.89E-05	0	0	0	0	0
OTU_1707	6.89E-05	6.89E-05	0	6.89E-05	0	0	6.89E-05	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137836	0	0	0	0	0	0	0	0	0
OTU_1709	0	0	0	0	6.89E-05	0	6.89E-05	0.000137836	6.89E-05	6.89E-05	6.89E-05	6.89E-05	0.000413508	0	0.000137836	0	0	0	0	0	6.89E-05	0	0	0.000137836	6.89E-05	0	0.000137836	0	0	0	6.89E-05	0	0	0	0	6.89E-05	0	0.000137836	0	0	0	0	0	0	0
OTU_1710	0	0	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	6.89E-05	0	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0.000137836	0	0	0	0	0	0	0	0	0	6.89E-05	0
OTU_1711	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0.000137836	0	0	0	0	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1712	0.000137836	6.89E-05	6.89E-05	6.89E-05	0.000206754	6.89E-05	0	6.89E-05	0.000206754	0.000137836	0.000137836	6.89E-05	0	6.89E-05	6.89E-05	0.000137836	6.89E-05	6.89E-05	0.000137836	0.000206754	0.000137836	0.000137836	0	6.89E-05	0	0	0	0	0	0	0	6.89E-05	0	0	6.89E-05	0	0	0	0	0	0	0	0	6.89E-05	6.89E-05
OTU_1713	6.89E-05	0.000137836	6.89E-05	0	0.000137836	0	6.89E-05	0.000137836	0	0	0	0	0	6.89E-05	0	0	6.89E-05	0	6.89E-05	0	0	0.000206754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1714	0.000137836	6.89E-05	0	6.89E-05	0	0	6.89E-05	0	0	0	0	0	0	0	0	6.89E-05	0	0	0.000137836	0.000137836	6.89E-05	0	0	0	0	0	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1715	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	6.89E-05	0.000137836	0	0	6.89E-05	0	6.89E-05	0	0	6.89E-05	0	0	6.89E-05	0.000137836	0	6.89E-05	0	0	0	0	0	0	0	0.000137836	0	0	0	0
OTU_1716	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	6.89E-05	6.89E-05	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1717	0	0	0	6.89E-05	0	0	0	0	0	6.89E-05	0	6.89E-05	0	6.89E-05	0	6.89E-05	0	0	6.89E-05	0	0	0	0	0	0	0	0	6.89E-05	0.000137836	0	0	0	0	0	0	0	6.89E-05	0	6.89E-05	0	0	0	0	0	0
OTU_1718	0	0	0	0	0	0	6.89E-05	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	6.89E-05	0	0	0
OTU_1719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1720	6.89E-05	6.89E-05	0	0	0	0	6.89E-05	6.89E-05	0	0	0.000275672	0	6.89E-05	6.89E-05	0	0	6.89E-05	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1721	0	0	0.000137836	0	0	6.89E-05	6.89E-05	6.89E-05	6.89E-05	0	0.000206754	0	0	0	0	0	0	0	6.89E-05	6.89E-05	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0
OTU_1722	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1723	6.89E-05	0.000275672	6.89E-05	0.000206754	0.000275672	0	6.89E-05	0	6.89E-05	0.000137836	0.000275672	6.89E-05	6.89E-05	0.000206754	6.89E-05	6.89E-05	6.89E-05	0.000137836	0	0	0	0	0.000137836	0	0.000137836	0.000137836	0.00034459	0	0.000206754	0.000137836	0.00034459	6.89E-05	0.000275672	0.000137836	0.000275672	0	6.89E-05	0	6.89E-05	0.000206754	0.000275672	6.89E-05	0	0	6.89E-05
OTU_1724	6.89E-05	6.89E-05	0	0	0	0	6.89E-05	0	0	0	0	6.89E-05	0	0	0.000413508	0	0	0	0	6.89E-05	0	0	0	0	0	0.000137836	0.000137836	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	6.89E-05	0
OTU_1725	0	0	0	6.89E-05	0	0	0	0	0	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0
OTU_1726	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1727	0	0	0	0	6.89E-05	0	0	6.89E-05	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0	0	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0
OTU_1728	6.89E-05	0	0	0	0	0	0	6.89E-05	6.89E-05	0	0	0	0	0.000137836	0.000206754	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	6.89E-05	6.89E-05	6.89E-05	0	0	0	0	0	0
OTU_1729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	6.89E-05	0	6.89E-05	0	0	0	0	0	0	0	0	0	0.000137836	0	0	0	0	0	0
OTU_1730	6.89E-05	0	0	0.000206754	0	0	0	0	0	0	0	0.000137836	0	0	0	0	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	6.89E-05	0	6.89E-05	0	0	0	0	0
OTU_1731	0	6.89E-05	0.000137836	0.000137836	6.89E-05	0.000137836	0	0.000137836	0.000137836	0.000137836	6.89E-05	0	6.89E-05	0	6.89E-05	0	6.89E-05	6.89E-05	6.89E-05	0	0	6.89E-05	0	0.000137836	0	6.89E-05	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1732	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1733	0.000137836	0	0	6.89E-05	0	0	0	0	0.000137836	6.89E-05	6.89E-05	0	6.89E-05	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05
OTU_1734	0	6.89E-05	6.89E-05	0	6.89E-05	0.000206754	0	6.89E-05	0.000275672	0.000137836	6.89E-05	0.000206754	6.89E-05	0	0.000275672	6.89E-05	0	0	0	0	0	0	0	0.000137836	0	6.89E-05	0.000275672	6.89E-05	0	0	0	6.89E-05	6.89E-05	0.000206754	6.89E-05	6.89E-05	6.89E-05	0.000137836	6.89E-05	0	6.89E-05	0	0.000137836	0	6.89E-05
OTU_1737	0	0.000137836	6.89E-05	0	0	0	0	0	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1738	0.000206754	6.89E-05	0.000137836	0	0.000137836	0.000275672	0	0.00034459	0	0.000137836	0	0	0	6.89E-05	6.89E-05	0.000137836	0.000137836	0	0	0.000137836	6.89E-05	6.89E-05	0	0	0	0.000137836	6.89E-05	6.89E-05	0	0	0	0	6.89E-05	0.000275672	0	0	0	0	0	0	0	0	0	0	0
OTU_1739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1740	0	0	0	0.000137836	6.89E-05	0	0	0	6.89E-05	0.000137836	6.89E-05	0.000137836	0.000137836	6.89E-05	0	0	0	0	0	0	0	0	0	0	0.000275672	0	0	0	0	0.000137836	0	6.89E-05	0	0	0	0	6.89E-05	0.000137836	0	6.89E-05	0	0	6.89E-05	0	6.89E-05
OTU_1742	0	0	0	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	6.89E-05	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1743	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	6.89E-05	0	0	0	0	0.000137836	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1744	0	0	6.89E-05	0	0	0	6.89E-05	0	0	0	6.89E-05	0	0	0	6.89E-05	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1745	0	6.89E-05	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000137836	6.89E-05	0	0.000137836	6.89E-05	0	6.89E-05	6.89E-05	0.000137836	0	6.89E-05	0	0	0	0	0	6.89E-05	0.000137836	6.89E-05	0	0	0	0	0	0
OTU_1746	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1747	6.89E-05	0	0	6.89E-05	0	0	0	6.89E-05	0	6.89E-05	0	6.89E-05	0	0	0.000137836	0	0	0	0	0	0.000137836	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1748	0	0	0	0	0.000206754	0	0	0	0.000137836	0.000137836	0.000206754	0	0	0.000137836	0	0	0	0	6.89E-05	6.89E-05	0	0	0	0	0.000206754	6.89E-05	0.000137836	0	0	6.89E-05	6.89E-05	0	0	0	6.89E-05	0	6.89E-05	0.000206754	0	0	0	0	0	0	0
OTU_1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1750	0.000137836	6.89E-05	0.000137836	0.000413508	0.000551344	0.000206754	0.000206754	0.000206754	6.89E-05	0.000137836	6.89E-05	6.89E-05	0.000137836	0.000137836	0.000137836	6.89E-05	0.000137836	6.89E-05	0.000137836	0.000137836	0	6.89E-05	0	0.000137836	0.00034459	0.000137836	0.000206754	0	0.000206754	6.89E-05	0.000137836	0	0	6.89E-05	0.000137836	0	0	6.89E-05	0	6.89E-05	6.89E-05	0.000137836	6.89E-05	0	0
OTU_1752	6.89E-05	0	6.89E-05	6.89E-05	0	0	0	6.89E-05	0	0	0	0.000137836	0.000137836	0	6.89E-05	0	0	0	0	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	6.89E-05	0	0	0	0	0
OTU_1753	6.89E-05	0	0	0	0.000137836	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	6.89E-05	0	0	0	0.000137836	6.89E-05	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1754	0	6.89E-05	0	6.89E-05	0	0	6.89E-05	0	0	0	0	0	6.89E-05	0	6.89E-05	0	0.000137836	0	0.000137836	6.89E-05	0	0	0.000137836	0.000206754	0	0	0.000206754	0	0	0	6.89E-05	0	0	0	6.89E-05	6.89E-05	0	0	0	0	6.89E-05	6.89E-05	0	0	6.89E-05
OTU_1755	6.89E-05	0	0	0	0	0	0	0	6.89E-05	0.000137836	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0
OTU_1756	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0.000137836	0	0	0	0.000137836	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1757	6.89E-05	0	0	6.89E-05	6.89E-05	0	0	0	0.000137836	0	0.000206754	0	0	0	0.000206754	6.89E-05	6.89E-05	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1758	0.000137836	0	0	0	0	0	0	0.000137836	0	0	6.89E-05	6.89E-05	0	6.89E-05	0	6.89E-05	0	6.89E-05	0	0	0	0	0.000137836	6.89E-05	6.89E-05	0	0	0	6.89E-05	0	0	0	0	0	0	6.89E-05	0	6.89E-05	0	0	6.89E-05	0	0	0	0
OTU_1759	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0
OTU_1760	0.000206754	0.000275672	6.89E-05	0.000137836	0.000206754	0.000137836	0.000137836	0.000206754	0.000137836	6.89E-05	0.000206754	0.000206754	6.89E-05	0	6.89E-05	6.89E-05	0.000137836	0.000137836	6.89E-05	6.89E-05	0.000206754	0	0	0	6.89E-05	0.000137836	0	6.89E-05	6.89E-05	0.000137836	6.89E-05	0	6.89E-05	6.89E-05	0	6.89E-05	6.89E-05	0	6.89E-05	0	0	0	0	6.89E-05	0
OTU_1762	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0.000137836	0	0	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1763	0.000137836	0.000482426	0.000895934	0.000206754	6.89E-05	0.00034459	0.000206754	0.000413508	0.000206754	0.000137836	0	0	0.000275672	0.00034459	0	0.000275672	0.000275672	0	0.002687802	0.000137836	0.000137836	0.000206754	0.000206754	0.00034459	0	0	0	0.000275672	0.000137836	0	6.89E-05	0	0	0	6.89E-05	6.89E-05	0	0	0	0.000137836	0	0	0	0	0
OTU_1765	6.89E-05	0	0	0	0.000137836	0	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0
OTU_1766	0	0	0	0	6.89E-05	0	0	0	0.000206754	6.89E-05	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1767	0.000275672	6.89E-05	6.89E-05	0.000137836	0.000206754	0.000137836	0	0.000137836	0	0	0	0.000206754	0.000206754	0.000206754	6.89E-05	6.89E-05	6.89E-05	6.89E-05	0	6.89E-05	0.000206754	6.89E-05	0	0	0	6.89E-05	0	0.000137836	6.89E-05	0	0	6.89E-05	0	0	0	0	0.000137836	6.89E-05	0	0	0	0	0	0	0
OTU_1768	0	0	6.89E-05	0.000137836	6.89E-05	6.89E-05	0	6.89E-05	0.000137836	0	0	0	6.89E-05	6.89E-05	0.000137836	0.000137836	0	0	0	6.89E-05	0	0	0	0	6.89E-05	0.000275672	0.000137836	0	0.000137836	0	0	0	6.89E-05	0	6.89E-05	0	0	0	6.89E-05	6.89E-05	0.000137836	6.89E-05	0	0	6.89E-05
OTU_1769	0	0	6.89E-05	0	0.000206754	0	0	0	6.89E-05	6.89E-05	0.000137836	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05
OTU_1770	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0.000206754	0	0	0	0.000137836	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	6.89E-05	0	0	0	0	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0
OTU_1771	0	6.89E-05	0	0	0	0	6.89E-05	0	0	0	6.89E-05	0	0	0	6.89E-05	0	6.89E-05	0	0	0.000137836	0	0	6.89E-05	6.89E-05	6.89E-05	0	0	0	0	6.89E-05	0	0	6.89E-05	6.89E-05	0	0	0	6.89E-05	0	0	0	0	0	0	0
OTU_1772	0	0	0.000206754	0	6.89E-05	0	0.000137836	6.89E-05	0	6.89E-05	6.89E-05	0	0	0	0	0	0	0.000137836	6.89E-05	0.000137836	0.000275672	0	0	0.000206754	0.000275672	0.000206754	0	0	0	0	0	6.89E-05	0	0.000206754	0	0.000206754	0	0	0	0	0	0	0	0	0
OTU_1773	0	6.89E-05	0	0	0.000137836	0	6.89E-05	0	0	0.000137836	6.89E-05	0	0	0	0	6.89E-05	0.000137836	0	0.000137836	0	0	0	0.000137836	0	0	0	0	6.89E-05	0.000137836	0	6.89E-05	0	0	0	0	6.89E-05	0	0	0	0	6.89E-05	0	0	0	0
OTU_1775	0	6.89E-05	0	6.89E-05	0.000137836	0	0	0	6.89E-05	0	6.89E-05	0	0	6.89E-05	0	0	0	0	0.000137836	6.89E-05	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1776	0.000137836	0	0.000137836	0.000206754	0.000137836	6.89E-05	6.89E-05	0.000137836	0.000137836	0.000275672	0.000137836	0.000206754	0.000206754	0.000137836	0.000137836	0.000137836	6.89E-05	0.000137836	0.000137836	0	0	0.000137836	6.89E-05	0.000275672	0.000275672	0.000137836	0.000275672	6.89E-05	6.89E-05	0.000137836	6.89E-05	0.000275672	0	6.89E-05	6.89E-05	6.89E-05	0	0	0.000206754	0.000206754	6.89E-05	6.89E-05	0	0	0
OTU_1777	6.89E-05	0	0.000206754	0	0	0	0	0	6.89E-05	6.89E-05	0.000206754	0	0.000137836	0	0	0	0.000137836	0	0.000275672	0	0.000206754	0	6.89E-05	0	0.000137836	0	6.89E-05	0	0	0	0	0	0	0	6.89E-05	6.89E-05	0	0	0	0	0	6.89E-05	0	0	0
OTU_1778	0.000206754	0.000206754	0	0	6.89E-05	0	6.89E-05	0	0	0	0	0	6.89E-05	0	0.000206754	0	0.000137836	0	0	6.89E-05	0	0.000137836	0	0	6.89E-05	6.89E-05	6.89E-05	6.89E-05	0	6.89E-05	0	0	0	0	0.000137836	0	6.89E-05	0	0	6.89E-05	6.89E-05	0	0	0	0
OTU_1779	6.89E-05	6.89E-05	0.000206754	0	0	0	0.000206754	6.89E-05	0	0	0	0	0	0.000137836	0	6.89E-05	6.89E-05	0	0	6.89E-05	0	0	0	0	0	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1780	0	0.00034459	6.89E-05	0	0.000137836	6.89E-05	0	6.89E-05	0.000206754	0	0.000137836	0.000137836	0	0	6.89E-05	0.000206754	0	0.000137836	0	0	0	0	0	6.89E-05	0.000137836	0.000137836	0.000206754	6.89E-05	0	6.89E-05	0.000827016	0	0	0	0	0	0	0	0.000275672	0.000551344	0	0	0	6.89E-05	0
OTU_1781	6.89E-05	0	0.000137836	0	6.89E-05	0.000137836	0	0	0	0	0	6.89E-05	6.89E-05	0	0	0	0	0	0	0.000137836	0.000137836	0	6.89E-05	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1782	0.000482426	0.000482426	0.001102688	0.000275672	0.00034459	0.00068918	0.002205376	0.00103377	0.002687802	0.000413508	0.000275672	0.00103377	0.000137836	0.000275672	0.000482426	0.00068918	0.000137836	0.001102688	6.89E-05	0.000206754	0.000137836	0.000137836	0.00068918	0.000482426	0.000275672	6.89E-05	0.000137836	0.000275672	0.00034459	6.89E-05	0.000206754	0	6.89E-05	6.89E-05	0.000137836	0.000275672	0.000137836	0.000137836	0	6.89E-05	0.000137836	0.000137836	6.89E-05	0	6.89E-05
OTU_1783	0	0	0	0	0	0	0.000137836	6.89E-05	6.89E-05	6.89E-05	0	6.89E-05	0.000137836	0	0.000206754	6.89E-05	0	0	0	0	0.000206754	0	0	0	0	6.89E-05	0	6.89E-05	0	0	0	6.89E-05	0	0	0	0	0	0.000206754	0	0	0.000137836	0	0	0	0
OTU_1784	0	6.89E-05	0	0	6.89E-05	0.000137836	6.89E-05	0	0	0	0	6.89E-05	0	0	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000206754	0	0	0	0	0	0	0
OTU_1785	0	0	0.000137836	0	0	0	0	0	6.89E-05	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1787	0	6.89E-05	0	6.89E-05	0	0	0.000137836	0	0	0	0	0	0	0	0.000137836	6.89E-05	0	0	0	0	0	0	0	6.89E-05	6.89E-05	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1788	6.89E-05	0	0	0	0	0	0	0	0.000137836	0	0	0	6.89E-05	0	0	0	6.89E-05	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1790	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0
OTU_1791	0	0	0	6.89E-05	0	0	6.89E-05	0	0	0	6.89E-05	6.89E-05	0	6.89E-05	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	6.89E-05	6.89E-05	0	0	6.89E-05	0	0	0	0
OTU_1793	6.89E-05	6.89E-05	0	0	6.89E-05	0	0	0	0	6.89E-05	6.89E-05	0	6.89E-05	0	0	0	0	6.89E-05	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0
OTU_1794	6.89E-05	0	0	0	6.89E-05	6.89E-05	0	0	6.89E-05	0	0	0.000137836	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	6.89E-05	6.89E-05	6.89E-05	0	0.000137836	0	6.89E-05	0	6.89E-05	0	6.89E-05	0	0	0	0	0.000137836	0	0	0	0	0
OTU_1795	0	6.89E-05	6.89E-05	0.000137836	0	6.89E-05	0	0	6.89E-05	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1796	0.000137836	0.000137836	6.89E-05	6.89E-05	0	0	0	6.89E-05	6.89E-05	0	0	0	0	6.89E-05	0	0.000137836	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	6.89E-05	0	0	6.89E-05	0	0	0	0	0	0	0	0	0
OTU_1797	0	0	0	6.89E-05	0	0	6.89E-05	0.000137836	0	0.000137836	0	6.89E-05	0	0.000137836	6.89E-05	0	6.89E-05	0.000137836	0	0.000137836	0	6.89E-05	0	0	6.89E-05	6.89E-05	0	0.000137836	6.89E-05	0	0	0	0	0	0	0	0	6.89E-05	0	0.000137836	0	0	6.89E-05	0	0
OTU_1798	0	6.89E-05	0	6.89E-05	0	6.89E-05	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1799	6.89E-05	0	0.000137836	0	0	0	0	0	0	0.000137836	0	0	6.89E-05	0	6.89E-05	0	6.89E-05	6.89E-05	0	0	0	0	0.000137836	0	0	0	0	0.000137836	6.89E-05	0	0	0	0	0	0	0	0	0	0.000137836	0	0	0	0	0	0
OTU_1800	0	0	0	0	6.89E-05	0	6.89E-05	0	0	6.89E-05	6.89E-05	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0.000137836	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000206754	0	0	0
OTU_1801	0	0	0	0	0	0	0	0	0	6.89E-05	6.89E-05	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0.000137836	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0
